NSeq, I1, I2, O1, O2, AI3
5, False, False, False, False, 542
6, False, False, False, False, 543
7, False, False, False, False, 541
8, False, False, False, False, 539
9, False, False, False, False, 539
10, False, False, False, False, 542
11, False, False, False, False, 543
12, False, False, False, False, 542
13, False, False, False, False, 541
14, False, False, False, False, 543
15, False, False, False, False, 541
0, False, False, False, False, 542
1, False, False, False, False, 542
2, False, False, False, False, 541
3, False, False, False, False, 540
4, False, False, False, False, 540
5, False, False, False, False, 542
6, False, False, False, False, 541
7, False, False, False, False, 542
8, False, False, False, False, 541
9, False, False, False, False, 541
10, False, False, False, False, 539
11, False, False, False, False, 541
12, False, False, False, False, 542
13, False, False, False, False, 541
14, False, False, False, False, 541
15, False, False, False, False, 541
0, False, False, False, False, 541
1, False, False, False, False, 541
2, False, False, False, False, 539
3, False, False, False, False, 541
4, False, False, False, False, 541
5, False, False, False, False, 540
6, False, False, False, False, 540
7, False, False, False, False, 543
8, False, False, False, False, 541
9, False, False, False, False, 540
10, False, False, False, False, 539
11, False, False, False, False, 544
12, False, False, False, False, 539
13, False, False, False, False, 541
14, False, False, False, False, 539
15, False, False, False, False, 540
0, False, False, False, False, 540
1, False, False, False, False, 541
2, False, False, False, False, 540
3, False, False, False, False, 539
4, False, False, False, False, 541
5, False, False, False, False, 543
6, False, False, False, False, 539
7, False, False, False, False, 542
8, False, False, False, False, 542
9, False, False, False, False, 539
10, False, False, False, False, 541
11, False, False, False, False, 539
12, False, False, False, False, 539
13, False, False, False, False, 539
14, False, False, False, False, 542
15, False, False, False, False, 541
0, False, False, False, False, 542
1, False, False, False, False, 541
2, False, False, False, False, 543
3, False, False, False, False, 541
4, False, False, False, False, 542
5, False, False, False, False, 541
6, False, False, False, False, 543
7, False, False, False, False, 537
8, False, False, False, False, 542
9, False, False, False, False, 542
10, False, False, False, False, 539
11, False, False, False, False, 541
12, False, False, False, False, 541
13, False, False, False, False, 544
14, False, False, False, False, 541
15, False, False, False, False, 541
0, False, False, False, False, 541
1, False, False, False, False, 539
2, False, False, False, False, 540
3, False, False, False, False, 543
4, False, False, False, False, 542
5, False, False, False, False, 542
6, False, False, False, False, 543
7, False, False, False, False, 540
8, False, False, False, False, 542
9, False, False, False, False, 542
10, False, False, False, False, 542
11, False, False, False, False, 540
12, False, False, False, False, 541
13, False, False, False, False, 541
14, False, False, False, False, 542
15, False, False, False, False, 538
0, False, False, False, False, 542
1, False, False, False, False, 543
2, False, False, False, False, 541
3, False, False, False, False, 539
4, False, False, False, False, 542
5, False, False, False, False, 542
6, False, False, False, False, 541
7, False, False, False, False, 541
8, False, False, False, False, 543
9, False, False, False, False, 540
10, False, False, False, False, 541
11, False, False, False, False, 541
12, False, False, False, False, 542
13, False, False, False, False, 542
14, False, False, False, False, 541
15, False, False, False, False, 544
0, False, False, False, False, 540
1, False, False, False, False, 539
2, False, False, False, False, 542
3, False, False, False, False, 539
4, False, False, False, False, 541
5, False, False, False, False, 541
6, False, False, False, False, 540
7, False, False, False, False, 541
8, False, False, False, False, 541
9, False, False, False, False, 540
10, False, False, False, False, 541
11, False, False, False, False, 541
12, False, False, False, False, 544
13, False, False, False, False, 539
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 543
1, False, False, False, False, 538
2, False, False, False, False, 541
3, False, False, False, False, 538
4, False, False, False, False, 541
5, False, False, False, False, 523
6, False, False, False, False, 541
7, False, False, False, False, 542
8, False, False, False, False, 540
9, False, False, False, False, 541
10, False, False, False, False, 541
11, False, False, False, False, 543
12, False, False, False, False, 539
13, False, False, False, False, 541
14, False, False, False, False, 543
15, False, False, False, False, 539
0, False, False, False, False, 541
1, False, False, False, False, 543
2, False, False, False, False, 545
3, False, False, False, False, 538
4, False, False, False, False, 541
5, False, False, False, False, 542
6, False, False, False, False, 541
7, False, False, False, False, 541
8, False, False, False, False, 543
9, False, False, False, False, 541
10, False, False, False, False, 538
11, False, False, False, False, 541
12, False, False, False, False, 539
13, False, False, False, False, 542
14, False, False, False, False, 541
15, False, False, False, False, 541
0, False, False, False, False, 541
1, False, False, False, False, 539
2, False, False, False, False, 541
3, False, False, False, False, 544
4, False, False, False, False, 541
5, False, False, False, False, 543
6, False, False, False, False, 541
7, False, False, False, False, 539
8, False, False, False, False, 541
9, False, False, False, False, 540
10, False, False, False, False, 539
11, False, False, False, False, 540
12, False, False, False, False, 540
13, False, False, False, False, 543
14, False, False, False, False, 541
15, False, False, False, False, 540
0, False, False, False, False, 539
1, False, False, False, False, 543
2, False, False, False, False, 539
3, False, False, False, False, 541
4, False, False, False, False, 540
5, False, False, False, False, 541
6, False, False, False, False, 542
7, False, False, False, False, 540
8, False, False, False, False, 541
9, False, False, False, False, 540
10, False, False, False, False, 540
11, False, False, False, False, 539
12, False, False, False, False, 540
13, False, False, False, False, 541
14, False, False, False, False, 541
15, False, False, False, False, 541
0, False, False, False, False, 540
1, False, False, False, False, 541
2, False, False, False, False, 540
3, False, False, False, False, 539
4, False, False, False, False, 540
5, False, False, False, False, 541
6, False, False, False, False, 541
7, False, False, False, False, 538
8, False, False, False, False, 542
9, False, False, False, False, 540
10, False, False, False, False, 539
11, False, False, False, False, 539
12, False, False, False, False, 540
13, False, False, False, False, 539
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 539
1, False, False, False, False, 541
2, False, False, False, False, 539
3, False, False, False, False, 538
4, False, False, False, False, 538
5, False, False, False, False, 541
6, False, False, False, False, 541
7, False, False, False, False, 539
8, False, False, False, False, 540
9, False, False, False, False, 539
10, False, False, False, False, 542
11, False, False, False, False, 539
12, False, False, False, False, 543
13, False, False, False, False, 540
14, False, False, False, False, 541
15, False, False, False, False, 539
0, False, False, False, False, 539
1, False, False, False, False, 540
2, False, False, False, False, 539
3, False, False, False, False, 541
4, False, False, False, False, 542
5, False, False, False, False, 538
6, False, False, False, False, 541
7, False, False, False, False, 541
8, False, False, False, False, 541
9, False, False, False, False, 543
10, False, False, False, False, 538
11, False, False, False, False, 543
12, False, False, False, False, 539
13, False, False, False, False, 542
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 539
1, False, False, False, False, 539
2, False, False, False, False, 541
3, False, False, False, False, 539
4, False, False, False, False, 543
5, False, False, False, False, 538
6, False, False, False, False, 539
7, False, False, False, False, 539
8, False, False, False, False, 541
9, False, False, False, False, 540
10, False, False, False, False, 542
11, False, False, False, False, 538
12, False, False, False, False, 540
13, False, False, False, False, 539
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 541
1, False, False, False, False, 543
2, False, False, False, False, 539
3, False, False, False, False, 538
4, False, False, False, False, 540
5, False, False, False, False, 539
6, False, False, False, False, 541
7, False, False, False, False, 542
8, False, False, False, False, 540
9, False, False, False, False, 541
10, False, False, False, False, 539
11, False, False, False, False, 539
12, False, False, False, False, 541
13, False, False, False, False, 541
14, False, False, False, False, 538
15, False, False, False, False, 538
0, False, False, False, False, 541
1, False, False, False, False, 541
2, False, False, False, False, 542
3, False, False, False, False, 540
4, False, False, False, False, 541
5, False, False, False, False, 540
6, False, False, False, False, 542
7, False, False, False, False, 539
8, False, False, False, False, 540
9, False, False, False, False, 539
10, False, False, False, False, 538
11, False, False, False, False, 541
12, False, False, False, False, 539
13, False, False, False, False, 539
14, False, False, False, False, 541
15, False, False, False, False, 541
0, False, False, False, False, 539
1, False, False, False, False, 539
2, False, False, False, False, 541
3, False, False, False, False, 540
4, False, False, False, False, 541
5, False, False, False, False, 539
6, False, False, False, False, 539
7, False, False, False, False, 538
8, False, False, False, False, 541
9, False, False, False, False, 539
10, False, False, False, False, 538
11, False, False, False, False, 539
12, False, False, False, False, 538
13, False, False, False, False, 539
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 539
1, False, False, False, False, 538
2, False, False, False, False, 540
3, False, False, False, False, 539
4, False, False, False, False, 543
5, False, False, False, False, 540
6, False, False, False, False, 539
7, False, False, False, False, 539
8, False, False, False, False, 539
9, False, False, False, False, 540
10, False, False, False, False, 539
11, False, False, False, False, 538
12, False, False, False, False, 539
13, False, False, False, False, 538
14, False, False, False, False, 540
15, False, False, False, False, 539
0, False, False, False, False, 541
1, False, False, False, False, 537
2, False, False, False, False, 543
3, False, False, False, False, 538
4, False, False, False, False, 540
5, False, False, False, False, 538
6, False, False, False, False, 539
7, False, False, False, False, 538
8, False, False, False, False, 541
9, False, False, False, False, 538
10, False, False, False, False, 539
11, False, False, False, False, 539
12, False, False, False, False, 538
13, False, False, False, False, 539
14, False, False, False, False, 542
15, False, False, False, False, 539
0, False, False, False, False, 538
1, False, False, False, False, 540
2, False, False, False, False, 539
3, False, False, False, False, 541
4, False, False, False, False, 539
5, False, False, False, False, 540
6, False, False, False, False, 539
7, False, False, False, False, 539
8, False, False, False, False, 539
9, False, False, False, False, 539
10, False, False, False, False, 541
11, False, False, False, False, 538
12, False, False, False, False, 543
13, False, False, False, False, 537
14, False, False, False, False, 537
15, False, False, False, False, 541
0, False, False, False, False, 538
1, False, False, False, False, 538
2, False, False, False, False, 542
3, False, False, False, False, 538
4, False, False, False, False, 541
5, False, False, False, False, 538
6, False, False, False, False, 541
7, False, False, False, False, 541
8, False, False, False, False, 539
9, False, False, False, False, 540
10, False, False, False, False, 538
11, False, False, False, False, 539
12, False, False, False, False, 540
13, False, False, False, False, 540
14, False, False, False, False, 538
15, False, False, False, False, 541
0, False, False, False, False, 538
1, False, False, False, False, 539
2, False, False, False, False, 538
3, False, False, False, False, 539
4, False, False, False, False, 538
5, False, False, False, False, 540
6, False, False, False, False, 539
7, False, False, False, False, 539
8, False, False, False, False, 539
9, False, False, False, False, 538
10, False, False, False, False, 541
11, False, False, False, False, 542
12, False, False, False, False, 541
13, False, False, False, False, 539
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 540
1, False, False, False, False, 535
2, False, False, False, False, 540
3, False, False, False, False, 541
4, False, False, False, False, 539
5, False, False, False, False, 539
6, False, False, False, False, 539
7, False, False, False, False, 538
8, False, False, False, False, 538
9, False, False, False, False, 539
10, False, False, False, False, 538
11, False, False, False, False, 538
12, False, False, False, False, 541
13, False, False, False, False, 538
14, False, False, False, False, 538
15, False, False, False, False, 538
0, False, False, False, False, 539
1, False, False, False, False, 539
2, False, False, False, False, 541
3, False, False, False, False, 538
4, False, False, False, False, 541
5, False, False, False, False, 539
6, False, False, False, False, 539
7, False, False, False, False, 539
8, False, False, False, False, 539
9, False, False, False, False, 539
10, False, False, False, False, 539
11, False, False, False, False, 539
12, False, False, False, False, 538
13, False, False, False, False, 537
14, False, False, False, False, 541
15, False, False, False, False, 539
0, False, False, False, False, 538
1, False, False, False, False, 538
2, False, False, False, False, 538
3, False, False, False, False, 539
4, False, False, False, False, 541
5, False, False, False, False, 537
6, False, False, False, False, 543
7, False, False, False, False, 538
8, False, False, False, False, 537
9, False, False, False, False, 538
10, False, False, False, False, 540
11, False, False, False, False, 539
12, False, False, False, False, 539
13, False, False, False, False, 538
14, False, False, False, False, 538
15, False, False, False, False, 540
0, False, False, False, False, 539
1, False, False, False, False, 541
2, False, False, False, False, 538
3, False, False, False, False, 537
4, False, False, False, False, 542
5, False, False, False, False, 539
6, False, False, False, False, 538
7, False, False, False, False, 539
8, False, False, False, False, 539
9, False, False, False, False, 540
10, False, False, False, False, 535
11, False, False, False, False, 538
12, False, False, False, False, 539
13, False, False, False, False, 540
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 539
1, False, False, False, False, 539
2, False, False, False, False, 540
3, False, False, False, False, 539
4, False, False, False, False, 537
5, False, False, False, False, 539
6, False, False, False, False, 541
7, False, False, False, False, 540
8, False, False, False, False, 539
9, False, False, False, False, 540
10, False, False, False, False, 537
11, False, False, False, False, 538
12, False, False, False, False, 533
13, False, False, False, False, 537
14, False, False, False, False, 538
15, False, False, False, False, 538
0, False, False, False, False, 541
1, False, False, False, False, 538
2, False, False, False, False, 535
3, False, False, False, False, 537
4, False, False, False, False, 542
5, False, False, False, False, 541
6, False, False, False, False, 538
7, False, False, False, False, 538
8, False, False, False, False, 539
9, False, False, False, False, 541
10, False, False, False, False, 543
11, False, False, False, False, 540
12, False, False, False, False, 539
13, False, False, False, False, 537
14, False, False, False, False, 539
15, False, False, False, False, 538
0, False, False, False, False, 542
1, False, False, False, False, 539
2, False, False, False, False, 537
3, False, False, False, False, 539
4, False, False, False, False, 538
5, False, False, False, False, 539
6, False, False, False, False, 537
7, False, False, False, False, 538
8, False, False, False, False, 538
9, False, False, False, False, 539
10, False, False, False, False, 538
11, False, False, False, False, 538
12, False, False, False, False, 539
13, False, False, False, False, 539
14, False, False, False, False, 540
15, False, False, False, False, 539
0, False, False, False, False, 541
1, False, False, False, False, 539
2, False, False, False, False, 538
3, False, False, False, False, 537
4, False, False, False, False, 539
5, False, False, False, False, 539
6, False, False, False, False, 539
7, False, False, False, False, 539
8, False, False, False, False, 539
9, False, False, False, False, 538
10, False, False, False, False, 539
11, False, False, False, False, 539
12, False, False, False, False, 538
13, False, False, False, False, 541
14, False, False, False, False, 535
15, False, False, False, False, 539
0, False, False, False, False, 537
1, False, False, False, False, 537
2, False, False, False, False, 537
3, False, False, False, False, 539
4, False, False, False, False, 539
5, False, False, False, False, 539
6, False, False, False, False, 539
7, False, False, False, False, 539
8, False, False, False, False, 537
9, False, False, False, False, 538
10, False, False, False, False, 536
11, False, False, False, False, 539
12, False, False, False, False, 539
13, False, False, False, False, 537
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 539
1, False, False, False, False, 537
2, False, False, False, False, 541
3, False, False, False, False, 538
4, False, False, False, False, 535
5, False, False, False, False, 535
6, False, False, False, False, 535
7, False, False, False, False, 537
8, False, False, False, False, 538
9, False, False, False, False, 535
10, False, False, False, False, 537
11, False, False, False, False, 538
12, False, False, False, False, 538
13, False, False, False, False, 538
14, False, False, False, False, 542
15, False, False, False, False, 537
0, False, False, False, False, 539
1, False, False, False, False, 537
2, False, False, False, False, 537
3, False, False, False, False, 539
4, False, False, False, False, 537
5, False, False, False, False, 537
6, False, False, False, False, 538
7, False, False, False, False, 538
8, False, False, False, False, 539
9, False, False, False, False, 539
10, False, False, False, False, 539
11, False, False, False, False, 542
12, False, False, False, False, 537
13, False, False, False, False, 537
14, False, False, False, False, 539
15, False, False, False, False, 535
0, False, False, False, False, 538
1, False, False, False, False, 539
2, False, False, False, False, 540
3, False, False, False, False, 539
4, False, False, False, False, 542
5, False, False, False, False, 538
6, False, False, False, False, 537
7, False, False, False, False, 538
8, False, False, False, False, 539
9, False, False, False, False, 538
10, False, False, False, False, 541
11, False, False, False, False, 540
12, False, False, False, False, 539
13, False, False, False, False, 537
14, False, False, False, False, 538
15, False, False, False, False, 537
0, False, False, False, False, 539
1, False, False, False, False, 539
2, False, False, False, False, 539
3, False, False, False, False, 537
4, False, False, False, False, 541
5, False, False, False, False, 542
6, False, False, False, False, 537
7, False, False, False, False, 540
8, False, False, False, False, 537
9, False, False, False, False, 539
10, False, False, False, False, 539
11, False, False, False, False, 536
12, False, False, False, False, 538
13, False, False, False, False, 539
14, False, False, False, False, 539
15, False, False, False, False, 539
0, False, False, False, False, 535
1, False, False, False, False, 535
2, False, False, False, False, 538
3, False, False, False, False, 540
4, False, False, False, False, 534
5, False, False, False, False, 538
6, False, False, False, False, 535
7, False, False, False, False, 541
8, False, False, False, False, 536
9, False, False, False, False, 541
10, False, False, False, False, 539
11, False, False, False, False, 538
12, False, False, False, False, 539
13, False, False, False, False, 540
14, False, False, False, False, 537
15, False, False, False, False, 536
0, False, False, False, False, 539
1, False, False, False, False, 537
2, False, False, False, False, 539
3, False, False, False, False, 538
4, False, False, False, False, 541
5, False, False, False, False, 538
6, False, False, False, False, 541
7, False, False, False, False, 541
8, False, False, False, False, 538
9, False, False, False, False, 537
10, False, False, False, False, 537
11, False, False, False, False, 540
12, False, False, False, False, 535
13, False, False, False, False, 536
14, False, False, False, False, 538
15, False, False, False, False, 537
0, False, False, False, False, 539
1, False, False, False, False, 537
2, False, False, False, False, 538
3, False, False, False, False, 539
4, False, False, False, False, 539
5, False, False, False, False, 537
6, False, False, False, False, 540
7, False, False, False, False, 535
8, False, False, False, False, 535
9, False, False, False, False, 540
10, False, False, False, False, 538
11, False, False, False, False, 537
12, False, False, False, False, 538
13, False, False, False, False, 539
14, False, False, False, False, 534
15, False, False, False, False, 539
0, False, False, False, False, 535
1, False, False, False, False, 539
2, False, False, False, False, 535
3, False, False, False, False, 538
4, False, False, False, False, 541
5, False, False, False, False, 538
6, False, False, False, False, 535
7, False, False, False, False, 535
8, False, False, False, False, 541
9, False, False, False, False, 537
10, False, False, False, False, 538
11, False, False, False, False, 539
12, False, False, False, False, 538
13, False, False, False, False, 537
14, False, False, False, False, 539
15, False, False, False, False, 537
0, False, False, False, False, 535
1, False, False, False, False, 539
2, False, False, False, False, 541
3, False, False, False, False, 537
4, False, False, False, False, 537
5, False, False, False, False, 535
6, False, False, False, False, 539
7, False, False, False, False, 535
8, False, False, False, False, 539
9, False, False, False, False, 535
10, False, False, False, False, 534
11, False, False, False, False, 539
12, False, False, False, False, 537
13, False, False, False, False, 535
14, False, False, False, False, 538
15, False, False, False, False, 537
0, False, False, False, False, 537
1, False, False, False, False, 539
2, False, False, False, False, 539
3, False, False, False, False, 539
4, False, False, False, False, 539
5, False, False, False, False, 539
6, False, False, False, False, 539
7, False, False, False, False, 538
8, False, False, False, False, 537
9, False, False, False, False, 538
10, False, False, False, False, 538
11, False, False, False, False, 539
12, False, False, False, False, 541
13, False, False, False, False, 535
14, False, False, False, False, 536
15, False, False, False, False, 535
0, False, False, False, False, 539
1, False, False, False, False, 539
2, False, False, False, False, 538
3, False, False, False, False, 535
4, False, False, False, False, 539
5, False, False, False, False, 541
6, False, False, False, False, 537
7, False, False, False, False, 537
8, False, False, False, False, 535
9, False, False, False, False, 541
10, False, False, False, False, 539
11, False, False, False, False, 535
12, False, False, False, False, 535
13, False, False, False, False, 538
14, False, False, False, False, 538
15, False, False, False, False, 540
0, False, False, False, False, 535
1, False, False, False, False, 536
2, False, False, False, False, 535
3, False, False, False, False, 535
4, False, False, False, False, 537
5, False, False, False, False, 537
6, False, False, False, False, 537
7, False, False, False, False, 535
8, False, False, False, False, 535
9, False, False, False, False, 538
10, False, False, False, False, 538
11, False, False, False, False, 537
12, False, False, False, False, 539
13, False, False, False, False, 535
14, False, False, False, False, 537
15, False, False, False, False, 539
0, False, False, False, False, 537
1, False, False, False, False, 537
2, False, False, False, False, 536
3, False, False, False, False, 535
4, False, False, False, False, 535
5, False, False, False, False, 539
6, False, False, False, False, 537
7, False, False, False, False, 535
8, False, False, False, False, 539
9, False, False, False, False, 538
10, False, False, False, False, 537
11, False, False, False, False, 539
12, False, False, False, False, 541
13, False, False, False, False, 541
14, False, False, False, False, 539
15, False, False, False, False, 537
0, False, False, False, False, 535
1, False, False, False, False, 538
2, False, False, False, False, 539
3, False, False, False, False, 538
4, False, False, False, False, 535
5, False, False, False, False, 539
6, False, False, False, False, 537
7, False, False, False, False, 535
8, False, False, False, False, 540
9, False, False, False, False, 534
10, False, False, False, False, 540
11, False, False, False, False, 534
12, False, False, False, False, 539
13, False, False, False, False, 538
14, False, False, False, False, 535
15, False, False, False, False, 535
0, False, False, False, False, 538
1, False, False, False, False, 535
2, False, False, False, False, 537
3, False, False, False, False, 535
4, False, False, False, False, 539
5, False, False, False, False, 535
6, False, False, False, False, 536
7, False, False, False, False, 535
8, False, False, False, False, 535
9, False, False, False, False, 535
10, False, False, False, False, 536
11, False, False, False, False, 535
12, False, False, False, False, 539
13, False, False, False, False, 537
14, False, False, False, False, 536
15, False, False, False, False, 537
0, False, False, False, False, 538
1, False, False, False, False, 535
2, False, False, False, False, 537
3, False, False, False, False, 537
4, False, False, False, False, 539
5, False, False, False, False, 538
6, False, False, False, False, 538
7, False, False, False, False, 538
8, False, False, False, False, 537
9, False, False, False, False, 535
10, False, False, False, False, 538
11, False, False, False, False, 535
12, False, False, False, False, 539
13, False, False, False, False, 538
14, False, False, False, False, 538
15, False, False, False, False, 539
0, False, False, False, False, 537
1, False, False, False, False, 537
2, False, False, False, False, 537
3, False, False, False, False, 537
4, False, False, False, False, 535
5, False, False, False, False, 535
6, False, False, False, False, 538
7, False, False, False, False, 537
8, False, False, False, False, 535
9, False, False, False, False, 534
10, False, False, False, False, 534
11, False, False, False, False, 537
12, False, False, False, False, 535
13, False, False, False, False, 535
14, False, False, False, False, 535
15, False, False, False, False, 534
0, False, False, False, False, 539
1, False, False, False, False, 538
2, False, False, False, False, 535
3, False, False, False, False, 537
4, False, False, False, False, 538
5, False, False, False, False, 539
6, False, False, False, False, 536
7, False, False, False, False, 536
8, False, False, False, False, 538
9, False, False, False, False, 535
10, False, False, False, False, 538
11, False, False, False, False, 538
12, False, False, False, False, 535
13, False, False, False, False, 536
14, False, False, False, False, 540
15, False, False, False, False, 538
0, False, False, False, False, 539
1, False, False, False, False, 535
2, False, False, False, False, 538
3, False, False, False, False, 535
4, False, False, False, False, 534
5, False, False, False, False, 535
6, False, False, False, False, 538
7, False, False, False, False, 539
8, False, False, False, False, 539
9, False, False, False, False, 534
10, False, False, False, False, 538
11, False, False, False, False, 539
12, False, False, False, False, 534
13, False, False, False, False, 535
14, False, False, False, False, 537
15, False, False, False, False, 534
0, False, False, False, False, 537
1, False, False, False, False, 537
2, False, False, False, False, 537
3, False, False, False, False, 537
4, False, False, False, False, 539
5, False, False, False, False, 537
6, False, False, False, False, 538
7, False, False, False, False, 538
8, False, False, False, False, 535
9, False, False, False, False, 538
10, False, False, False, False, 534
11, False, False, False, False, 536
12, False, False, False, False, 535
13, False, False, False, False, 538
14, False, False, False, False, 539
15, False, False, False, False, 540
0, False, False, False, False, 534
1, False, False, False, False, 535
2, False, False, False, False, 535
3, False, False, False, False, 539
4, False, False, False, False, 534
5, False, False, False, False, 537
6, False, False, False, False, 534
7, False, False, False, False, 534
8, False, False, False, False, 536
9, False, False, False, False, 536
10, False, False, False, False, 535
11, False, False, False, False, 535
12, False, False, False, False, 536
13, False, False, False, False, 536
14, False, False, False, False, 535
15, False, False, False, False, 535
0, False, False, False, False, 538
1, False, False, False, False, 535
2, False, False, False, False, 537
3, False, False, False, False, 537
4, False, False, False, False, 535
5, False, False, False, False, 534
6, False, False, False, False, 535
7, False, False, False, False, 534
8, False, False, False, False, 538
9, False, False, False, False, 534
10, False, False, False, False, 538
11, False, False, False, False, 535
12, False, False, False, False, 536
13, False, False, False, False, 535
14, False, False, False, False, 538
15, False, False, False, False, 538
0, False, False, False, False, 535
1, False, False, False, False, 533
2, False, False, False, False, 538
3, False, False, False, False, 537
4, False, False, False, False, 539
5, False, False, False, False, 535
6, False, False, False, False, 534
7, False, False, False, False, 536
8, False, False, False, False, 536
9, False, False, False, False, 535
10, False, False, False, False, 534
11, False, False, False, False, 534
12, False, False, False, False, 538
13, False, False, False, False, 536
14, False, False, False, False, 535
15, False, False, False, False, 535
0, False, False, False, False, 535
1, False, False, False, False, 540
2, False, False, False, False, 537
3, False, False, False, False, 539
4, False, False, False, False, 549
5, False, False, False, False, 537
6, False, False, False, False, 533
7, False, False, False, False, 535
8, False, False, False, False, 537
9, False, False, False, False, 537
10, False, False, False, False, 537
11, False, False, False, False, 534
12, False, False, False, False, 535
13, False, False, False, False, 536
14, False, False, False, False, 535
15, False, False, False, False, 537
0, False, False, False, False, 535
1, False, False, False, False, 533
2, False, False, False, False, 538
3, False, False, False, False, 535
4, False, False, False, False, 535
5, False, False, False, False, 537
6, False, False, False, False, 538
7, False, False, False, False, 536
8, False, False, False, False, 541
9, False, False, False, False, 538
10, False, False, False, False, 539
11, False, False, False, False, 535
12, False, False, False, False, 535
13, False, False, False, False, 536
14, False, False, False, False, 537
15, False, False, False, False, 537
0, False, False, False, False, 537
1, False, False, False, False, 538
2, False, False, False, False, 538
3, False, False, False, False, 534
4, False, False, False, False, 535
5, False, False, False, False, 537
6, False, False, False, False, 533
7, False, False, False, False, 535
8, False, False, False, False, 537
9, False, False, False, False, 537
10, False, False, False, False, 535
11, False, False, False, False, 536
12, False, False, False, False, 534
13, False, False, False, False, 534
14, False, False, False, False, 533
15, False, False, False, False, 533
0, False, False, False, False, 535
1, False, False, False, False, 535
2, False, False, False, False, 534
3, False, False, False, False, 534
4, False, False, False, False, 536
5, False, False, False, False, 534
6, False, False, False, False, 534
7, False, False, False, False, 536
8, False, False, False, False, 535
9, False, False, False, False, 537
10, False, False, False, False, 534
11, False, False, False, False, 534
12, False, False, False, False, 536
13, False, False, False, False, 537
14, False, False, False, False, 535
15, False, False, False, False, 533
0, False, False, False, False, 537
1, False, False, False, False, 535
2, False, False, False, False, 536
3, False, False, False, False, 532
4, False, False, False, False, 539
5, False, False, False, False, 535
6, False, False, False, False, 535
7, False, False, False, False, 539
8, False, False, False, False, 535
9, False, False, False, False, 537
10, False, False, False, False, 535
11, False, False, False, False, 535
12, False, False, False, False, 534
13, False, False, False, False, 539
14, False, False, False, False, 534
15, False, False, False, False, 534
0, False, False, False, False, 534
1, False, False, False, False, 534
2, False, False, False, False, 534
3, False, False, False, False, 535
4, False, False, False, False, 535
5, False, False, False, False, 535
6, False, False, False, False, 537
7, False, False, False, False, 537
8, False, False, False, False, 534
9, False, False, False, False, 535
10, False, False, False, False, 538
11, False, False, False, False, 535
12, False, False, False, False, 535
13, False, False, False, False, 537
14, False, False, False, False, 533
15, False, False, False, False, 534
0, False, False, False, False, 533
1, False, False, False, False, 535
2, False, False, False, False, 535
3, False, False, False, False, 539
4, False, False, False, False, 533
5, False, False, False, False, 534
6, False, False, False, False, 536
7, False, False, False, False, 535
8, False, False, False, False, 534
9, False, False, False, False, 534
10, False, False, False, False, 537
11, False, False, False, False, 536
12, False, False, False, False, 533
13, False, False, False, False, 535
14, False, False, False, False, 535
15, False, False, False, False, 535
0, False, False, False, False, 538
1, False, False, False, False, 537
2, False, False, False, False, 535
3, False, False, False, False, 537
4, False, False, False, False, 539
5, False, False, False, False, 536
6, False, False, False, False, 534
7, False, False, False, False, 534
8, False, False, False, False, 537
9, False, False, False, False, 536
10, False, False, False, False, 537
11, False, False, False, False, 535
12, False, False, False, False, 535
13, False, False, False, False, 533
14, False, False, False, False, 535
15, False, False, False, False, 533
0, False, False, False, False, 533
1, False, False, False, False, 534
2, False, False, False, False, 538
3, False, False, False, False, 534
4, False, False, False, False, 534
5, False, False, False, False, 533
6, False, False, False, False, 535
7, False, False, False, False, 535
8, False, False, False, False, 534
9, False, False, False, False, 534
10, False, False, False, False, 538
11, False, False, False, False, 535
12, False, False, False, False, 534
13, False, False, False, False, 537
14, False, False, False, False, 537
15, False, False, False, False, 534
0, False, False, False, False, 533
1, False, False, False, False, 537
2, False, False, False, False, 538
3, False, False, False, False, 539
4, False, False, False, False, 537
5, False, False, False, False, 534
6, False, False, False, False, 534
7, False, False, False, False, 537
8, False, False, False, False, 537
9, False, False, False, False, 539
10, False, False, False, False, 536
11, False, False, False, False, 535
12, False, False, False, False, 537
13, False, False, False, False, 538
14, False, False, False, False, 535
15, False, False, False, False, 535
0, False, False, False, False, 535
1, False, False, False, False, 536
2, False, False, False, False, 536
3, False, False, False, False, 533
4, False, False, False, False, 533
5, False, False, False, False, 535
6, False, False, False, False, 538
7, False, False, False, False, 533
8, False, False, False, False, 537
9, False, False, False, False, 535
10, False, False, False, False, 534
11, False, False, False, False, 534
12, False, False, False, False, 536
13, False, False, False, False, 538
14, False, False, False, False, 538
15, False, False, False, False, 535
0, False, False, False, False, 537
1, False, False, False, False, 535
2, False, False, False, False, 535
3, False, False, False, False, 537
4, False, False, False, False, 535
5, False, False, False, False, 535
6, False, False, False, False, 535
7, False, False, False, False, 536
